Opening ..\Client\bin\Debug\netcoreapp3.1\2020-05-26.tsv...
Opening ..\Client\bin\Debug\netcoreapp3.1\2020-05-29.tsv...
Opening ..\Client\bin\Debug\netcoreapp3.1\2020-06-01.tsv...
Opening ..\Client\bin\Debug\netcoreapp3.1\2020-06-02.tsv...
Opening ..\Client\bin\Debug\netcoreapp3.1\2020-06-03.tsv...
Opening ..\Client\bin\Debug\netcoreapp3.1\2020-06-04.tsv...
Opening ..\Client\bin\Debug\netcoreapp3.1\2020-06-05.tsv...
Name	Date	Min_Date	Max_Date	WallClock	Fitness	Count	Error_Count	Total_Duration	Total_Mbps	Total_ErrorDuration	Avg_Duration	Avg_Mbps	Avg_Errors	Avg_ErrorDuration	Min_Duration	Max_Duration	Min_Mbps	Max_Mbps
2020-05-26	2020-05-26T07:37:00.0000000	2020-05-26T07:37:01.0936994-07:00	2020-05-26T07:37:55.9134517-07:00	54819.754	0.63663185	51	1	34900	125.1	21023	684.3137	2.4529412	0.01923077	21023	420	1346	1.14	3.65
2020-05-26	2020-05-26T07:38:00.0000000	2020-05-26T07:38:16.9592624-07:00	2020-05-26T07:38:59.7395396-07:00	42780.277	0.5081313	26	2	21738	51.69	42069	836.0769	1.9880769	0.071428575	21034.5	487	1428	1.07	3.14
2020-05-26	2020-05-26T07:39:00.0000000	2020-05-26T07:39:00.2451784-07:00	2020-05-26T07:39:59.5739251-07:00	59328.746	0.6531741	50	1	38752	107.57	21050	775.04	2.1514	0.019607844	21050	410	1386	1.1	3.73
2020-05-26	2020-05-26T07:40:00.0000000	2020-05-26T07:40:00.8388195-07:00	2020-05-26T07:40:59.7534386-07:00	58914.617	0.6638251	48	1	39109	95.810005	21039	814.7708	1.9960418	0.020408163	21039	506	1370	1.12	3.03
2020-05-26	2020-05-26T07:41:00.0000000	2020-05-26T07:41:00.4162611-07:00	2020-05-26T07:41:56.8429690-07:00	56426.707	0.6383325	44	1	36019	93.22002	21043	818.61365	2.1186368	0.022222223	21043	406	1549	0.99	3.77
2020-05-26	2020-05-26T07:42:00.0000000	2020-05-26T07:42:17.8632482-07:00	2020-05-26T07:42:59.6311110-07:00	41767.863	0.9991653	57	1	41733	130.20999	21020	732.1579	2.284386	0.01724138	21020	421	1650	0.93	3.63
2020-05-26	2020-05-26T07:43:00.0000000	2020-05-26T07:43:00.1809117-07:00	2020-05-26T07:43:59.6546375-07:00	59473.727	1.0063603	75	0	59852	158.49004	0	798.0267	2.1132004	0	0	458	1383	1.11	3.34
2020-05-26	2020-05-26T07:44:00.0000000	2020-05-26T07:44:00.2578891-07:00	2020-05-26T07:44:41.3710136-07:00	41113.125	1.0139585	51	0	41687	103.63998	0	817.39215	2.0321565	0	0	524	1501	1.02	2.92
2020-05-26	2020-05-26T07:45:00.0000000	2020-05-26T07:45:02.4339145-07:00	2020-05-26T07:45:49.1958085-07:00	46761.895	0.9992538	60	1	46727	128.39001	21062	778.7833	2.1398337	0.016393442	21062	463	1478	1.04	3.31
2020-05-26	2020-05-26T07:46:00.0000000	2020-05-26T07:46:10.2425789-07:00	2020-05-26T07:46:59.2875087-07:00	49044.93	0.57059926	36	2	27985	84.34999	42086	777.3611	2.3430552	0.05263158	21043	339	1815	0.84	4.51
2020-05-26	2020-05-26T07:47:00.0000000	2020-05-26T07:47:00.0255659-07:00	2020-05-26T07:47:58.7314503-07:00	58705.883	1.0117384	73	0	59395	152.69002	0	813.6301	2.091644	0	0	423	1562	0.98	3.62
2020-05-26	2020-05-26T07:48:00.0000000	2020-05-26T07:48:00.2850518-07:00	2020-05-26T07:48:43.6116539-07:00	43326.6	1.0351608	50	0	44850	93.81999	0	897	1.8763999	0	0	525	1555	0.98	2.92
2020-05-26	2020-05-26T07:49:00.0000000	2020-05-26T07:49:04.6394825-07:00	2020-05-26T07:49:52.2720686-07:00	47632.586	0.116558865	7	3	5552	14.93	63103	793.1429	2.132857	0.3	21034.334	583	1498	1.02	2.62
2020-05-26	2020-05-26T07:50:00.0000000	2020-05-26T07:50:13.3028351-07:00	2020-05-26T07:50:59.9564108-07:00	46653.574	0.99928033	54	1	46620	104.01001	21030	863.3333	1.9261113	0.018181818	21030	426	1524	1	3.59
2020-05-26	2020-05-26T07:51:00.0000000	2020-05-26T07:51:00.6207178-07:00	2020-05-26T07:51:59.7524910-07:00	59131.773	0.6549947	47	1	38731	93.61	21034	824.06384	1.9917022	0.020833334	21034	483	1513	1.01	3.17
2020-05-26	2020-05-26T07:52:00.0000000	2020-05-26T07:52:00.3401857-07:00	2020-05-26T07:52:59.1019458-07:00	58761.76	0.6496742	45	1	38176	91.54001	21030	848.3555	2.0342224	0.02173913	21030	493	1644	0.93	3.1
2020-05-26	2020-05-26T07:53:00.0000000	2020-05-26T07:53:00.0346201-07:00	2020-05-26T07:53:59.9587348-07:00	59924.113	1.0148002	72	0	60811	144.01	0	844.5972	2.0001388	0	0	446	1480	1.03	3.43
2020-05-26	2020-05-26T07:54:00.0000000	2020-05-26T07:54:00.5464992-07:00	2020-05-26T07:54:59.6680719-07:00	59121.574	1.0091747	73	0	59664	149.3	0	817.31506	2.0452056	0	0	470	1366	1.12	3.26
2020-05-26	2020-05-26T07:55:00.0000000	2020-05-26T07:55:00.2415461-07:00	2020-05-26T07:55:59.6908762-07:00	59449.332	1.0089432	67	0	59981	131.94998	0	895.23883	1.9694027	0	0	402	1533	1	3.81
2020-05-26	2020-05-26T07:56:00.0000000	2020-05-26T07:56:00.4952847-07:00	2020-05-26T07:56:59.4939625-07:00	58998.68	0.30000672	22	2	17700	46.199997	42086	804.5455	2.1	0.083333336	21043	421	1351	1.13	3.63
2020-05-26	2020-05-26T07:57:00.0000000	2020-05-26T07:57:00.1907845-07:00	2020-05-26T07:57:59.8043737-07:00	59613.59	1.0109272	72	0	60265	144.52998	0	837.0139	2.007361	0	0	318	1463	1.05	4.81
2020-05-26	2020-05-26T07:58:00.0000000	2020-05-26T07:58:00.4563785-07:00	2020-05-26T07:58:59.7950117-07:00	59338.633	1.0101682	75	0	59942	162.19998	0	799.2267	2.1626663	0	0	401	1472	1.04	3.82
2020-05-26	2020-05-26T07:59:00.0000000	2020-05-26T07:59:00.9948308-07:00	2020-05-26T07:59:59.8539754-07:00	58859.145	1.0196207	72	0	60014	148.95998	0	833.5278	2.0688887	0	0	418	1560	0.98	3.66
2020-05-26	2020-05-26T08:00:00.0000000	2020-05-26T08:00:00.3511608-07:00	2020-05-26T08:00:59.5995498-07:00	59248.39	1.0076561	66	0	59702	126.17001	0	904.57574	1.9116669	0	0	398	1604	0.95	3.84
2020-05-26	2020-05-26T08:01:00.0000000	2020-05-26T08:01:00.4428145-07:00	2020-05-26T08:01:59.8866680-07:00	59443.85	1.0135279	66	0	60248	120.34001	0	912.8485	1.8233335	0	0	490	1557	0.98	3.12
2020-05-26	2020-05-26T08:02:00.0000000	2020-05-26T08:02:00.6048317-07:00	2020-05-26T08:02:59.8658446-07:00	59261.01	1.0113732	73	0	59935	146.91	0	821.0274	2.0124657	0	0	399	1583	0.97	3.83
